term_id,term,normalized,category,language,status
,acute bleeding,acute bleeding,symptom_modifier,english,active
,acute burn,acute burn,symptom_modifier,english,active
,acute weakness,acute weakness,symptom_modifier,english,active
,acute swelling,acute swelling,symptom_modifier,english,active
,acute itching,acute itching,symptom_modifier,english,active
,acute chills,acute chills,symptom_modifier,english,active
,acute loss of appetite,acute loss of appetite,symptom_modifier,english,active
,acute urinary pain,acute urinary pain,symptom_modifier,english,active
,acute constipation,acute constipation,symptom_modifier,english,active
,acute insomnia,acute insomnia,symptom_modifier,english,active
,acute wheezing,acute wheezing,symptom_modifier,english,active
,acute coughing blood,acute coughing blood,symptom_modifier,english,active
,acute vomiting blood,acute vomiting blood,symptom_modifier,english,active
,acute fainting,acute fainting,symptom_modifier,english,active
,acute numbness,acute numbness,symptom_modifier,english,active
,acute paralysis,acute paralysis,symptom_modifier,english,active
,acute vision loss,acute vision loss,symptom_modifier,english,active
,acute 1-methylhistidinuria,acute 1-methylhistidinuria,symptom_modifier,english,active
,acute 1-minute apgar score of 0,acute 1-minute apgar score of 0,symptom_modifier,english,active
,acute 1-minute apgar score of 1,acute 1-minute apgar score of 1,symptom_modifier,english,active
,acute 1-minute apgar score of 2,acute 1-minute apgar score of 2,symptom_modifier,english,active
,acute 1-minute apgar score of 3,acute 1-minute apgar score of 3,symptom_modifier,english,active
,acute 1-minute apgar score of 4,acute 1-minute apgar score of 4,symptom_modifier,english,active
,acute 1-minute apgar score of 5,acute 1-minute apgar score of 5,symptom_modifier,english,active
,acute 1-minute apgar score of 6,acute 1-minute apgar score of 6,symptom_modifier,english,active
,acute 10 pairs of ribs,acute 10 pairs of ribs,symptom_modifier,english,active
,acute 10-minute apgar score of 0,acute 10-minute apgar score of 0,symptom_modifier,english,active
,acute 10-minute apgar score of 1,acute 10-minute apgar score of 1,symptom_modifier,english,active
,acute 10-minute apgar score of 2,acute 10-minute apgar score of 2,symptom_modifier,english,active
,acute 10-minute apgar score of 3,acute 10-minute apgar score of 3,symptom_modifier,english,active
,acute 10-minute apgar score of 4,acute 10-minute apgar score of 4,symptom_modifier,english,active
,acute 10-minute apgar score of 5,acute 10-minute apgar score of 5,symptom_modifier,english,active
,acute 10-minute apgar score of 6,acute 10-minute apgar score of 6,symptom_modifier,english,active
,acute 11 pairs of ribs,acute 11 pairs of ribs,symptom_modifier,english,active
,acute 11 thoracic vertebrae,acute 11 thoracic vertebrae,symptom_modifier,english,active
,acute 2 vessel cord,acute 2 vessel cord,symptom_modifier,english,active
,acute 2 vessel umbilical cord,acute 2 vessel umbilical cord,symptom_modifier,english,active
,acute 2'-deoxyadenosine (dado) elevated in urine,acute 2'-deoxyadenosine (dado) elevated in urine,symptom_modifier,english,active
,"acute 2,8-dihydroxyadenine crystalluria","acute 2,8-dihydroxyadenine crystalluria",symptom_modifier,english,active
,"acute 2,8-dihydroxyadenine urinary crystals","acute 2,8-dihydroxyadenine urinary crystals",symptom_modifier,english,active
,acute 2--hydroxyphenylacetic aciduria,acute 2--hydroxyphenylacetic aciduria,symptom_modifier,english,active
,acute 2-aminoadipic aciduria,acute 2-aminoadipic aciduria,symptom_modifier,english,active
,acute 2-ethylhydracylic aciduria,acute 2-ethylhydracylic aciduria,symptom_modifier,english,active
,acute 2-hydroxy-3-methylvaleric acid high in urine,acute 2-hydroxy-3-methylvaleric acid high in urine,symptom_modifier,english,active
,acute 2-hydroxyadipic acid high in urine,acute 2-hydroxyadipic acid high in urine,symptom_modifier,english,active
,acute 2-hydroxyadipic aciduria,acute 2-hydroxyadipic aciduria,symptom_modifier,english,active
,acute 2-hydroxyglutarate aciduria,acute 2-hydroxyglutarate aciduria,symptom_modifier,english,active
,"acute 2-methyl-2,3-dihydroxybutyrate high in urine","acute 2-methyl-2,3-dihydroxybutyrate high in urine",symptom_modifier,english,active
,acute 2-methylacetoacetic acid present in urine,acute 2-methylacetoacetic acid present in urine,symptom_modifier,english,active
,acute 2-methylbutyryl glycinuria,acute 2-methylbutyryl glycinuria,symptom_modifier,english,active
,acute 2-methylcitric acid high in urine,acute 2-methylcitric acid high in urine,symptom_modifier,english,active
,acute 2-oxoadipic aciduria,acute 2-oxoadipic aciduria,symptom_modifier,english,active
,acute 2:1 atrioventricular block,acute 2:1 atrioventricular block,symptom_modifier,english,active
,acute 2:1 av block,acute 2:1 av block,symptom_modifier,english,active
,acute 2nd toe symphalangism,acute 2nd toe symphalangism,symptom_modifier,english,active
,acute 2nd-5th toe middle phalangeal hypoplasia,acute 2nd-5th toe middle phalangeal hypoplasia,symptom_modifier,english,active
,acute 3-hydroxydicarboxylic aciduria,acute 3-hydroxydicarboxylic aciduria,symptom_modifier,english,active
,acute 3-hydroxyglutaric acid high in urine,acute 3-hydroxyglutaric acid high in urine,symptom_modifier,english,active
,acute 3-hydroxyisobutyryl-coa hydrolase deficiency,acute 3-hydroxyisobutyryl-coa hydrolase deficiency,symptom_modifier,english,active
,acute 3-hydroxyisovaleric aciduria,acute 3-hydroxyisovaleric aciduria,symptom_modifier,english,active
,acute 3-hydroxypropionic acid high in urine,acute 3-hydroxypropionic acid high in urine,symptom_modifier,english,active
,acute 3-ketoacyl-coa thiolase (thio) deficiency,acute 3-ketoacyl-coa thiolase (thio) deficiency,symptom_modifier,english,active
,acute 3-methylcrotonyl coa carboxylase low in fibroblasts,acute 3-methylcrotonyl coa carboxylase low in fibroblasts,symptom_modifier,english,active
,acute 3-methylglutaconic aciduria,acute 3-methylglutaconic aciduria,symptom_modifier,english,active
,acute 3-methylglutaconicaciduria,acute 3-methylglutaconicaciduria,symptom_modifier,english,active
,acute 3-methylglutaric aciduria,acute 3-methylglutaric aciduria,symptom_modifier,english,active
,acute 3-methylglutaricaciduria,acute 3-methylglutaricaciduria,symptom_modifier,english,active
,acute 3-methylhistidinuria,acute 3-methylhistidinuria,symptom_modifier,english,active
,acute 3rd toe clinodactyly,acute 3rd toe clinodactyly,symptom_modifier,english,active
,acute 4-hydroxyisovaleric acid present in urine,acute 4-hydroxyisovaleric acid present in urine,symptom_modifier,english,active
,acute 4-hydroxyphenylacetic aciduria,acute 4-hydroxyphenylacetic aciduria,symptom_modifier,english,active
,acute 4-hydroxyphenyllactic aciduria,acute 4-hydroxyphenyllactic aciduria,symptom_modifier,english,active
,acute 4-hydroxyphenylpyruvic aciduria,acute 4-hydroxyphenylpyruvic aciduria,symptom_modifier,english,active
,acute 4-layered lissencephaly,acute 4-layered lissencephaly,symptom_modifier,english,active
,"acute 46,xy gonadal dysgenesis","acute 46,xy gonadal dysgenesis",symptom_modifier,english,active
,acute 4th finger camptodactyly,acute 4th finger camptodactyly,symptom_modifier,english,active
,acute 5-fluorouracil exposure,acute 5-fluorouracil exposure,symptom_modifier,english,active
,acute 5-hydroxymethyluracil high in blood,acute 5-hydroxymethyluracil high in blood,symptom_modifier,english,active
,acute 5-hydroxymethyluracil high in csf,acute 5-hydroxymethyluracil high in csf,symptom_modifier,english,active
,acute 5-hydroxymethyluracil high in urine,acute 5-hydroxymethyluracil high in urine,symptom_modifier,english,active
,acute 5-minute apgar score of 0,acute 5-minute apgar score of 0,symptom_modifier,english,active
,acute 5-minute apgar score of 1,acute 5-minute apgar score of 1,symptom_modifier,english,active
,acute 5-minute apgar score of 2,acute 5-minute apgar score of 2,symptom_modifier,english,active
,acute 5-minute apgar score of 3,acute 5-minute apgar score of 3,symptom_modifier,english,active
,acute 5-minute apgar score of 4,acute 5-minute apgar score of 4,symptom_modifier,english,active
,acute 5-minute apgar score of 5,acute 5-minute apgar score of 5,symptom_modifier,english,active
,acute 5-minute apgar score of 6,acute 5-minute apgar score of 6,symptom_modifier,english,active
,acute 5-oxoprolinase deficiency,acute 5-oxoprolinase deficiency,symptom_modifier,english,active
,acute 5th finger middle phalangeal hypoplasia,acute 5th finger middle phalangeal hypoplasia,symptom_modifier,english,active
,acute 6 long bones of hand,acute 6 long bones of hand,symptom_modifier,english,active
,acute 6 metacarpals,acute 6 metacarpals,symptom_modifier,english,active
,acute 6-layered lissencephaly,acute 6-layered lissencephaly,symptom_modifier,english,active
,acute 6-mercaptopurine exposure,acute 6-mercaptopurine exposure,symptom_modifier,english,active
,acute a decline or reduced social expression and social connectedness,acute a decline or reduced social expression and social connectedness,symptom_modifier,english,active
,acute a severe pyogenic infection of the epidural space,acute a severe pyogenic infection of the epidural space,symptom_modifier,english,active
,acute aa amyloidosis,acute aa amyloidosis,symptom_modifier,english,active
,acute abasia,acute abasia,symptom_modifier,english,active
,acute abdominal adhesions,acute abdominal adhesions,symptom_modifier,english,active
,acute abdominal aortic aneurysm,acute abdominal aortic aneurysm,symptom_modifier,english,active
,acute abdominal aortic calcification,acute abdominal aortic calcification,symptom_modifier,english,active
,acute abdominal aortic dissection,acute abdominal aortic dissection,symptom_modifier,english,active
,acute abdominal aseptic abscess,acute abdominal aseptic abscess,symptom_modifier,english,active
,acute abdominal aura,acute abdominal aura,symptom_modifier,english,active
,acute abdominal bloating,acute abdominal bloating,symptom_modifier,english,active
,acute abdominal colic,acute abdominal colic,symptom_modifier,english,active
,acute abdominal cramps,acute abdominal cramps,symptom_modifier,english,active
,acute abdominal distension,acute abdominal distension,symptom_modifier,english,active
,acute abdominal distension (gaseous),acute abdominal distension (gaseous),symptom_modifier,english,active
,acute abdominal distention,acute abdominal distention,symptom_modifier,english,active
,acute abdominal ectopia cordis,acute abdominal ectopia cordis,symptom_modifier,english,active
,acute abdominal guarding,acute abdominal guarding,symptom_modifier,english,active
,acute abdominal mass,acute abdominal mass,symptom_modifier,english,active
,acute abdominal muscular hypoplasia,acute abdominal muscular hypoplasia,symptom_modifier,english,active
,acute abdominal obesity,acute abdominal obesity,symptom_modifier,english,active
,acute abdominal organ duplication,acute abdominal organ duplication,symptom_modifier,english,active
,acute abdominal protuberance,acute abdominal protuberance,symptom_modifier,english,active
,acute abdominal reflex absent,acute abdominal reflex absent,symptom_modifier,english,active
,acute abdominal rigidity,acute abdominal rigidity,symptom_modifier,english,active
,"acute abdominal rigidity, unspecified site","acute abdominal rigidity, unspecified site",symptom_modifier,english,active
,acute abdominal situs ambiguus,acute abdominal situs ambiguus,symptom_modifier,english,active
,acute abdominal situs inversus,acute abdominal situs inversus,symptom_modifier,english,active
,acute abdominal swelling,acute abdominal swelling,symptom_modifier,english,active
,acute abdominal symptom,acute abdominal symptom,symptom_modifier,english,active
,"acute abdominal tenderness, unspecified site","acute abdominal tenderness, unspecified site",symptom_modifier,english,active
,acute abdominal wall defect,acute abdominal wall defect,symptom_modifier,english,active
,acute abdominal wall mass,acute abdominal wall mass,symptom_modifier,english,active
,acute abdominal wall muscle weakness,acute abdominal wall muscle weakness,symptom_modifier,english,active
,acute abducens nerve palsy,acute abducens nerve palsy,symptom_modifier,english,active
,acute abducens nerve paralysis,acute abducens nerve paralysis,symptom_modifier,english,active
,acute abducens nerve paresis,acute abducens nerve paresis,symptom_modifier,english,active
,acute abducens palsy,acute abducens palsy,symptom_modifier,english,active
,acute abducted thumb,acute abducted thumb,symptom_modifier,english,active
,acute abduction contracture of the shoulder,acute abduction contracture of the shoulder,symptom_modifier,english,active
,acute aberrant melanosome maturation,acute aberrant melanosome maturation,symptom_modifier,english,active
,acute aberrant neuronal branching,acute aberrant neuronal branching,symptom_modifier,english,active
,acute aberrant right subclavian artery,acute aberrant right subclavian artery,symptom_modifier,english,active
,acute aberrant right subclavian artery syndrome,acute aberrant right subclavian artery syndrome,symptom_modifier,english,active
,acute aberrant thyroid,acute aberrant thyroid,symptom_modifier,english,active
,acute aberrant thyroid gland,acute aberrant thyroid gland,symptom_modifier,english,active
,acute abetalipoproteinemia,acute abetalipoproteinemia,symptom_modifier,english,active
,acute ablepharon,acute ablepharon,symptom_modifier,english,active
,acute ablepharon of eyelid,acute ablepharon of eyelid,symptom_modifier,english,active
,acute abn cytolog find in specmn from oth female genital organs,acute abn cytolog find in specmn from oth female genital organs,symptom_modifier,english,active
,acute abn cytolog findings in specmn from oth dgstv org/abd cav,acute abn cytolog findings in specmn from oth dgstv org/abd cav,symptom_modifier,english,active
,"acute abn findings on dx imaging of abd regions, inc retroperiton","acute abn findings on dx imaging of abd regions, inc retroperiton",symptom_modifier,english,active
,acute abn histolog findings in specmn from female genital organs,acute abn histolog findings in specmn from female genital organs,symptom_modifier,english,active
,acute abn histolog findings in specmn from male genital organs,acute abn histolog findings in specmn from male genital organs,symptom_modifier,english,active
,acute abn immunolog findings in specmn from female genital organs,acute abn immunolog findings in specmn from female genital organs,symptom_modifier,english,active
,acute abn immunolog findings in specmn from male genital organs,acute abn immunolog findings in specmn from male genital organs,symptom_modifier,english,active
,acute abn lev drug/meds/biol subst in cerebrospinal fluid,acute abn lev drug/meds/biol subst in cerebrospinal fluid,symptom_modifier,english,active
,acute abn lev drug/meds/biol subst in specimens from oth org/tiss,acute abn lev drug/meds/biol subst in specimens from oth org/tiss,symptom_modifier,english,active
,acute abn lev drug/meds/biol subst in specimens from resp org/thrx,acute abn lev drug/meds/biol subst in specimens from resp org/thrx,symptom_modifier,english,active
,acute abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,acute abn lev drug/meds/biol subst in specmn fr dgstv org/abd cav,symptom_modifier,english,active
,acute abn lev drug/meds/biol subst in specmn from fem gntl organs,acute abn lev drug/meds/biol subst in specmn from fem gntl organs,symptom_modifier,english,active
,acute abn lev drug/meds/biol subst in specmn from male gntl organs,acute abn lev drug/meds/biol subst in specmn from male gntl organs,symptom_modifier,english,active
,acute abn lev enzymes in specimens from dgstv org/abd cav,acute abn lev enzymes in specimens from dgstv org/abd cav,symptom_modifier,english,active
,acute abn lev enzymes in specimens from female genital organs,acute abn lev enzymes in specimens from female genital organs,symptom_modifier,english,active
,acute abn lev enzymes in specimens from male genital organs,acute abn lev enzymes in specimens from male genital organs,symptom_modifier,english,active
,acute abn lev hormones in specimens from dgstv org/abd cav,acute abn lev hormones in specimens from dgstv org/abd cav,symptom_modifier,english,active
,acute abn lev hormones in specimens from female genital organs,acute abn lev hormones in specimens from female genital organs,symptom_modifier,english,active
,acute abn lev hormones in specimens from male genital organs,acute abn lev hormones in specimens from male genital organs,symptom_modifier,english,active
,acute abn lev substances chiefly nonmedicinal as to source in csf,acute abn lev substances chiefly nonmedicinal as to source in csf,symptom_modifier,english,active
,acute abn lev substnc nonmed source in specmn fr dgstv org/abd cav,acute abn lev substnc nonmed source in specmn fr dgstv org/abd cav,symptom_modifier,english,active
,acute abn lev substnc nonmed source in specmn from fem gntl organs,acute abn lev substnc nonmed source in specmn from fem gntl organs,symptom_modifier,english,active
,acute abn lev substnc nonmed source in specmn from male gntl org,acute abn lev substnc nonmed source in specmn from male gntl org,symptom_modifier,english,active
,acute abn lev substnc nonmed source in specmn from oth org/tiss,acute abn lev substnc nonmed source in specmn from oth org/tiss,symptom_modifier,english,active
,acute abn lev substnc nonmed source in specmn from resp org/thrx,acute abn lev substnc nonmed source in specmn from resp org/thrx,symptom_modifier,english,active
,acute abn microbiolog find in specmn from female genital organs,acute abn microbiolog find in specmn from female genital organs,symptom_modifier,english,active
,acute abn microbiolog findings in specmn from dgstv org/abd cav,acute abn microbiolog findings in specmn from dgstv org/abd cav,symptom_modifier,english,active
,acute abn microbiolog findings in specmn from male genital organs,acute abn microbiolog findings in specmn from male genital organs,symptom_modifier,english,active
,"acute abn radlgc find on dx imaging renal pelv, ureter, or blddr","acute abn radlgc find on dx imaging renal pelv, ureter, or blddr",symptom_modifier,english,active
,acute abn radlgc findings on dx imaging of other urinary organs,acute abn radlgc findings on dx imaging of other urinary organs,symptom_modifier,english,active
,acute abn results of function studies of ear and oth sp senses,acute abn results of function studies of ear and oth sp senses,symptom_modifier,english,active
,acute abnormal 1st metacarpal morphology,acute abnormal 1st metacarpal morphology,symptom_modifier,english,active
,acute abnormal 2nd finger morphology,acute abnormal 2nd finger morphology,symptom_modifier,english,active
,acute abnormal 2nd metacarpal morphology,acute abnormal 2nd metacarpal morphology,symptom_modifier,english,active
,acute abnormal 2nd toe morphology,acute abnormal 2nd toe morphology,symptom_modifier,english,active
,acute abnormal 2nd toe phalanx morphology,acute abnormal 2nd toe phalanx morphology,symptom_modifier,english,active
,acute abnormal 3rd finger morphology,acute abnormal 3rd finger morphology,symptom_modifier,english,active
,acute abnormal 3rd finger phalanx morphology,acute abnormal 3rd finger phalanx morphology,symptom_modifier,english,active
,acute abnormal 3rd metacarpal epiphysis morphology,acute abnormal 3rd metacarpal epiphysis morphology,symptom_modifier,english,active
,acute abnormal 3rd metacarpal morphology,acute abnormal 3rd metacarpal morphology,symptom_modifier,english,active
,acute abnormal 3rd toe morphology,acute abnormal 3rd toe morphology,symptom_modifier,english,active
,acute abnormal 4th finger morphology,acute abnormal 4th finger morphology,symptom_modifier,english,active
,acute abnormal 4th finger phalanx morphology,acute abnormal 4th finger phalanx morphology,symptom_modifier,english,active
,acute abnormal 4th metacarpal epiphysis morphology,acute abnormal 4th metacarpal epiphysis morphology,symptom_modifier,english,active
,acute abnormal 4th metacarpal morphology,acute abnormal 4th metacarpal morphology,symptom_modifier,english,active
,acute abnormal 4th toe morphology,acute abnormal 4th toe morphology,symptom_modifier,english,active
,acute abnormal 5th finger morphology,acute abnormal 5th finger morphology,symptom_modifier,english,active
,acute abnormal 5th finger phalanx morphology,acute abnormal 5th finger phalanx morphology,symptom_modifier,english,active
,acute abnormal 5th metacarpal epiphysis morphology,acute abnormal 5th metacarpal epiphysis morphology,symptom_modifier,english,active
,acute abnormal 5th metacarpal morphology,acute abnormal 5th metacarpal morphology,symptom_modifier,english,active
,acute abnormal 5th toe morphology,acute abnormal 5th toe morphology,symptom_modifier,english,active
,acute abnormal 6-hydroxypurine phosphoribosyltransferase level,acute abnormal 6-hydroxypurine phosphoribosyltransferase level,symptom_modifier,english,active
,acute abnormal a-type atrial natriuretic peptide level,acute abnormal a-type atrial natriuretic peptide level,symptom_modifier,english,active
,acute abnormal abdomen morphology,acute abnormal abdomen morphology,symptom_modifier,english,active
,acute abnormal abdominal wall morphology,acute abnormal abdominal wall morphology,symptom_modifier,english,active
,acute abnormal abducens nerve morphology,acute abnormal abducens nerve morphology,symptom_modifier,english,active
,acute abnormal abeta 40 level,acute abnormal abeta 40 level,symptom_modifier,english,active
,acute abnormal absence of menstruation,acute abnormal absence of menstruation,symptom_modifier,english,active
,acute abnormal acetabulum morphology,acute abnormal acetabulum morphology,symptom_modifier,english,active
,acute abnormal achilles tendon morphology,acute abnormal achilles tendon morphology,symptom_modifier,english,active
,acute abnormal activity of mitochondrial respiratory chain,acute abnormal activity of mitochondrial respiratory chain,symptom_modifier,english,active
,acute abnormal adiponectin level,acute abnormal adiponectin level,symptom_modifier,english,active
,acute abnormal adipose tissue morphology,acute abnormal adipose tissue morphology,symptom_modifier,english,active
,acute abnormal adrenal gland position,acute abnormal adrenal gland position,symptom_modifier,english,active
,acute abnormal adrenal morphology,acute abnormal adrenal morphology,symptom_modifier,english,active
,acute abnormal affect,acute abnormal affect,symptom_modifier,english,active
,acute abnormal affect regulation,acute abnormal affect regulation,symptom_modifier,english,active
,acute abnormal alanine levels in cerebrospinal fluid,acute abnormal alanine levels in cerebrospinal fluid,symptom_modifier,english,active
,acute abnormal albumin level,acute abnormal albumin level,symptom_modifier,english,active
,acute abnormal albumin levels in cerebrospinal fluid,acute abnormal albumin levels in cerebrospinal fluid,symptom_modifier,english,active
,acute abnormal alcohol consumption,acute abnormal alcohol consumption,symptom_modifier,english,active
,acute abnormal aldolase level,acute abnormal aldolase level,symptom_modifier,english,active
,acute abnormal alpha granule content,acute abnormal alpha granule content,symptom_modifier,english,active
,acute abnormal alpha granule distribution,acute abnormal alpha granule distribution,symptom_modifier,english,active
,acute abnormal alpha granules,acute abnormal alpha granules,symptom_modifier,english,active
,acute abnormal alpha-aminobutyrate levels in cerebrospinal fluid,acute abnormal alpha-aminobutyrate levels in cerebrospinal fluid,symptom_modifier,english,active
,acute abnormal alveolar epithelial type ii cell morphology,acute abnormal alveolar epithelial type ii cell morphology,symptom_modifier,english,active
,acute abnormal alveolar macrophage morphology,acute abnormal alveolar macrophage morphology,symptom_modifier,english,active
,acute abnormal alveolar ridge morphology,acute abnormal alveolar ridge morphology,symptom_modifier,english,active
,acute abnormal alveolar type ii pneumocyte morphology,acute abnormal alveolar type ii pneumocyte morphology,symptom_modifier,english,active
,acute abnormal alveolar volume,acute abnormal alveolar volume,symptom_modifier,english,active
,acute abnormal amino acid levels in cerebrospinal fluid,acute abnormal amino acid levels in cerebrospinal fluid,symptom_modifier,english,active
,acute abnormal amniotic fluid,acute abnormal amniotic fluid,symptom_modifier,english,active
,acute abnormal amniotic fluid protein concentration,acute abnormal amniotic fluid protein concentration,symptom_modifier,english,active
,acute abnormal amplitude of dark-adapted bright flash electroretinogram,acute abnormal amplitude of dark-adapted bright flash electroretinogram,symptom_modifier,english,active
,acute abnormal amplitude of dark-adapted dim flash electroretinogram,acute abnormal amplitude of dark-adapted dim flash electroretinogram,symptom_modifier,english,active
,acute abnormal amplitude of flash visual evoked potentials,acute abnormal amplitude of flash visual evoked potentials,symptom_modifier,english,active
,acute abnormal amplitude of light-adapted flicker electroretinogram,acute abnormal amplitude of light-adapted flicker electroretinogram,symptom_modifier,english,active
,acute abnormal amplitude of light-adapted single flash electroretinogram,acute abnormal amplitude of light-adapted single flash electroretinogram,symptom_modifier,english,active
,acute abnormal amplitude of pattern electroretinogram,acute abnormal amplitude of pattern electroretinogram,symptom_modifier,english,active
,acute abnormal amplitude of pattern onset/offset vep,acute abnormal amplitude of pattern onset/offset vep,symptom_modifier,english,active
,acute abnormal amplitude of pattern onset/offset visual evoked potentials,acute abnormal amplitude of pattern onset/offset visual evoked potentials,symptom_modifier,english,active
,acute abnormal amplitude of pattern reversal visual evoked potentials,acute abnormal amplitude of pattern reversal visual evoked potentials,symptom_modifier,english,active
,acute abnormal amsler grid test,acute abnormal amsler grid test,symptom_modifier,english,active
,acute abnormal amygdala morphology,acute abnormal amygdala morphology,symptom_modifier,english,active
,acute abnormal amyloid beta 40 peptide csf concentration,acute abnormal amyloid beta 40 peptide csf concentration,symptom_modifier,english,active
,acute abnormal amyloid beta 42 peptide csf concentration,acute abnormal amyloid beta 42 peptide csf concentration,symptom_modifier,english,active
,acute abnormal amyloid beta peptide csf concentration,acute abnormal amyloid beta peptide csf concentration,symptom_modifier,english,active
,acute abnormal anatomic location of the heart,acute abnormal anatomic location of the heart,symptom_modifier,english,active
,acute abnormal ankle bones,acute abnormal ankle bones,symptom_modifier,english,active
,acute abnormal ankle morphology,acute abnormal ankle morphology,symptom_modifier,english,active
,acute abnormal ankle physiology,acute abnormal ankle physiology,symptom_modifier,english,active
,acute abnormal antehelix,acute abnormal antehelix,symptom_modifier,english,active
,acute abnormal anterior chamber morphology,acute abnormal anterior chamber morphology,symptom_modifier,english,active
,acute abnormal anterior cricoarytenoid muscle morphology,acute abnormal anterior cricoarytenoid muscle morphology,symptom_modifier,english,active
,acute abnormal anterior eye segment morphology,acute abnormal anterior eye segment morphology,symptom_modifier,english,active
,acute abnormal anterior fontanelle morphology,acute abnormal anterior fontanelle morphology,symptom_modifier,english,active
,acute abnormal anterior horn cell morphology,acute abnormal anterior horn cell morphology,symptom_modifier,english,active
,acute abnormal anterior segment morphology,acute abnormal anterior segment morphology,symptom_modifier,english,active
,acute abnormal anterior semicircular canal morphology,acute abnormal anterior semicircular canal morphology,symptom_modifier,english,active
,acute abnormal anteroposterior retina thickness on oct,acute abnormal anteroposterior retina thickness on oct,symptom_modifier,english,active
,acute abnormal anthelix,acute abnormal anthelix,symptom_modifier,english,active
,acute abnormal antihelix,acute abnormal antihelix,symptom_modifier,english,active
,acute abnormal antihelix morphology,acute abnormal antihelix morphology,symptom_modifier,english,active
,acute abnormal antimullerian hormone level,acute abnormal antimullerian hormone level,symptom_modifier,english,active
,acute abnormal antitragus morphology,acute abnormal antitragus morphology,symptom_modifier,english,active
,acute abnormal antral follicle count,acute abnormal antral follicle count,symptom_modifier,english,active
,acute abnormal anus morphology,acute abnormal anus morphology,symptom_modifier,english,active
,acute abnormal anus physiology,acute abnormal anus physiology,symptom_modifier,english,active
,acute abnormal anus position,acute abnormal anus position,symptom_modifier,english,active
,acute abnormal aorta morphology,acute abnormal aorta morphology,symptom_modifier,english,active
,acute abnormal aortic arch morphology,acute abnormal aortic arch morphology,symptom_modifier,english,active
,acute abnormal aortic morphology,acute abnormal aortic morphology,symptom_modifier,english,active
,acute abnormal aortic physiology,acute abnormal aortic physiology,symptom_modifier,english,active
,acute abnormal aortic valve cusp morphology,acute abnormal aortic valve cusp morphology,symptom_modifier,english,active
,acute abnormal aortic valve morphology,acute abnormal aortic valve morphology,symptom_modifier,english,active
,acute abnormal aortic valve physiology,acute abnormal aortic valve physiology,symptom_modifier,english,active
,acute abnormal apolipoprotein level,acute abnormal apolipoprotein level,symptom_modifier,english,active
,acute abnormal apoptosis,acute abnormal apoptosis,symptom_modifier,english,active
,acute abnormal appendicular skeleton morphology,acute abnormal appendicular skeleton morphology,symptom_modifier,english,active
,acute abnormal arachnoid mater morphology,acute abnormal arachnoid mater morphology,symptom_modifier,english,active
,acute abnormal arcuate artery endothelium morphology,acute abnormal arcuate artery endothelium morphology,symptom_modifier,english,active
,acute abnormal arcuate artery intima/media morphology,acute abnormal arcuate artery intima/media morphology,symptom_modifier,english,active
,acute abnormal arcuate artery lumen morphology,acute abnormal arcuate artery lumen morphology,symptom_modifier,english,active
,acute abnormal arcuate artery morphology,acute abnormal arcuate artery morphology,symptom_modifier,english,active
,acute abnormal arcuate vein intima/media morphology,acute abnormal arcuate vein intima/media morphology,symptom_modifier,english,active
,acute abnormal arcuate vein lumen morphology,acute abnormal arcuate vein lumen morphology,symptom_modifier,english,active
,acute abnormal arcuate vein morphology,acute abnormal arcuate vein morphology,symptom_modifier,english,active
,acute abnormal areolar morphology,acute abnormal areolar morphology,symptom_modifier,english,active
,acute abnormal arginine levels in cerebrospinal fluid,acute abnormal arginine levels in cerebrospinal fluid,symptom_modifier,english,active
,acute abnormal arm span,acute abnormal arm span,symptom_modifier,english,active
,acute abnormal aromatase activity,acute abnormal aromatase activity,symptom_modifier,english,active
,acute abnormal aromatic amino acid levels in cerebrospinal fluid,acute abnormal aromatic amino acid levels in cerebrospinal fluid,symptom_modifier,english,active
,acute abnormal arterial physiology,acute abnormal arterial physiology,symptom_modifier,english,active
,acute abnormal aryepiglottic fold morphology,acute abnormal aryepiglottic fold morphology,symptom_modifier,english,active
,acute abnormal aryepiglottic folds,acute abnormal aryepiglottic folds,symptom_modifier,english,active
,acute abnormal ascending aorta morphology,acute abnormal ascending aorta morphology,symptom_modifier,english,active
,acute abnormal aspartate-family amino acid levels in cerebrospinal fluid,acute abnormal aspartate-family amino acid levels in cerebrospinal fluid,symptom_modifier,english,active
,acute abnormal aspartic acid levels in cerebrospinal fluid,acute abnormal aspartic acid levels in cerebrospinal fluid,symptom_modifier,english,active
,acute abnormal astrocyte morphology,acute abnormal astrocyte morphology,symptom_modifier,english,active
,acute abnormal atrial arrangement,acute abnormal atrial arrangement,symptom_modifier,english,active
,acute abnormal atrial septum morphology,acute abnormal atrial septum morphology,symptom_modifier,english,active
,acute abnormal atrioventricular conduction,acute abnormal atrioventricular conduction,symptom_modifier,english,active
,acute abnormal atrioventricular connection,acute abnormal atrioventricular connection,symptom_modifier,english,active
,acute abnormal atrioventricular connexion,acute abnormal atrioventricular connexion,symptom_modifier,english,active
,acute abnormal atrioventricular valve morphology,acute abnormal atrioventricular valve morphology,symptom_modifier,english,active
,acute abnormal atrioventricular valve physiology,acute abnormal atrioventricular valve physiology,symptom_modifier,english,active
,acute abnormal auditory canal morphology,acute abnormal auditory canal morphology,symptom_modifier,english,active
