term_id,term,normalized,category,language,status
EN00318,Abnormal Atrioventricular Connection,abnormal atrioventricular connection,symptom,english,active
EN00319,Abnormal Atrioventricular Connexion,abnormal atrioventricular connexion,symptom,english,active
EN00320,Abnormal Atrioventricular Valve Morphology,abnormal atrioventricular valve morphology,symptom,english,active
EN00321,Abnormal Atrioventricular Valve Physiology,abnormal atrioventricular valve physiology,symptom,english,active
EN00322,Abnormal Auditory Canal Morphology,abnormal auditory canal morphology,symptom,english,active
EN00323,Abnormal Auditory Evoked Potentials,abnormal auditory evoked potentials,symptom,english,active
EN00324,Abnormal Auditory Function Study,abnormal auditory function study,symptom,english,active
EN00325,Abnormal Auditory Reflex,abnormal auditory reflex,symptom,english,active
EN00326,Abnormal Automated Kinetic Perimetry Test,abnormal automated kinetic perimetry test,symptom,english,active
EN00327,Abnormal Autonomic Nervous System Morphology,abnormal autonomic nervous system morphology,symptom,english,active
EN00328,Abnormal Autonomic Nervous System Physiology,abnormal autonomic nervous system physiology,symptom,english,active
EN00329,Abnormal Axial Muscle Morphology,abnormal axial muscle morphology,symptom,english,active
EN00330,Abnormal Axial Skeleton Morphology,abnormal axial skeleton morphology,symptom,english,active
EN00331,Abnormal Axonemal Organisation of Respiratory Motile Cilia,abnormal axonemal organisation of respiratory motile cilia,symptom,english,active
EN00332,Abnormal Axonemal Organization of Respiratory Motile Cilia,abnormal axonemal organization of respiratory motile cilia,symptom,english,active
EN00333,Abnormal B Cell Count,abnormal b cell count,symptom,english,active
EN00334,Abnormal B Cell Morphology,abnormal b cell morphology,symptom,english,active
EN00335,Abnormal B Cell Physiology,abnormal b cell physiology,symptom,english,active
EN00336,Abnormal B Cell Proliferation,abnormal b cell proliferation,symptom,english,active
EN00337,Abnormal B Cell Subset Distribution,abnormal b cell subset distribution,symptom,english,active
EN00338,Abnormal B Cells,abnormal b cells,symptom,english,active
EN00339,Abnormal B-type Natriuretic Peptide Level,abnormal b-type natriuretic peptide level,symptom,english,active
EN00340,Abnormal Basal Ganglia Morphology,abnormal basal ganglia morphology,symptom,english,active
EN00341,Abnormal Basal Ganglia MRI Signal Intensity,abnormal basal ganglia mri signal intensity,symptom,english,active
EN00342,Abnormal Base Excess,abnormal base excess,symptom,english,active
EN00343,Abnormal Basophil Morphology,abnormal basophil morphology,symptom,english,active
EN00344,Abnormal Beliefs,abnormal beliefs,symptom,english,active
EN00345,Abnormal Belly Button,abnormal belly button,symptom,english,active
EN00346,Abnormal Best Corrected Visual Acuity Test,abnormal best corrected visual acuity test,symptom,english,active
EN00347,Abnormal Beta Amyloid 40 Level,abnormal beta amyloid 40 level,symptom,english,active
EN00348,Abnormal Big Toe Bones,abnormal big toe bones,symptom,english,active
EN00349,Abnormal Biliary Tract Morphology,abnormal biliary tract morphology,symptom,english,active
EN00350,Abnormal Biliary Tract Physiology,abnormal biliary tract physiology,symptom,english,active
EN00351,Abnormal Biochemical Composition of Broncho-alveolar Fluid,abnormal biochemical composition of broncho-alveolar fluid,symptom,english,active
EN00352,Abnormal Biotinidase Level,abnormal biotinidase level,symptom,english,active
EN00353,Abnormal Biparietal Diameter,abnormal biparietal diameter,symptom,english,active
EN00354,Abnormal Bladder Morphology,abnormal bladder morphology,symptom,english,active
EN00355,Abnormal Bleeding,abnormal bleeding,symptom,english,active
EN00356,Abnormal Blink Rate,abnormal blink rate,symptom,english,active
EN00357,Abnormal Blistering of the Skin,abnormal blistering of the skin,symptom,english,active
EN00358,Abnormal Blood 5-methyltetrahydrofolate Level,abnormal blood 5-methyltetrahydrofolate level,symptom,english,active
EN00359,Abnormal Blood Calcium Concentration,abnormal blood calcium concentration,symptom,english,active
EN00360,Abnormal Blood Calcium Levels,abnormal blood calcium levels,symptom,english,active
EN00361,Abnormal Blood Carbon Dioxide Level,abnormal blood carbon dioxide level,symptom,english,active
EN00362,Abnormal Blood Cation Concentration,abnormal blood cation concentration,symptom,english,active
EN00363,Abnormal Blood Chloride Concentration,abnormal blood chloride concentration,symptom,english,active
EN00364,Abnormal Blood Cl Concentration,abnormal blood cl concentration,symptom,english,active
EN00365,Abnormal Blood Clot,abnormal blood clot,symptom,english,active
EN00366,Abnormal Blood Clotting,abnormal blood clotting,symptom,english,active
EN00367,Abnormal Blood Coagulation Studies,abnormal blood coagulation studies,symptom,english,active
EN00368,Abnormal Blood Creatinine Level,abnormal blood creatinine level,symptom,english,active
EN00369,Abnormal Blood Folate Concentration,abnormal blood folate concentration,symptom,english,active
EN00370,Abnormal Blood Gas Level in Cord Blood,abnormal blood gas level in cord blood,symptom,english,active
EN00371,Abnormal Blood Glucose Concentration,abnormal blood glucose concentration,symptom,english,active
EN00372,Abnormal Blood Inorganic Cation Concentration,abnormal blood inorganic cation concentration,symptom,english,active
EN00373,Abnormal Blood Ion Concentration,abnormal blood ion concentration,symptom,english,active
EN00374,Abnormal Blood K Concentration,abnormal blood k concentration,symptom,english,active
EN00375,Abnormal Blood Monovalent Inorganic Cation Concentration,abnormal blood monovalent inorganic cation concentration,symptom,english,active
EN00376,Abnormal Blood Na+ Levels,abnormal blood na+ levels,symptom,english,active
EN00377,Abnormal Blood O2 Level,abnormal blood o2 level,symptom,english,active
EN00378,Abnormal Blood Oxygen Level,abnormal blood oxygen level,symptom,english,active
EN00379,Abnormal Blood Oxygen Levels,abnormal blood oxygen levels,symptom,english,active
EN00380,Abnormal Blood Phosphate Concentration,abnormal blood phosphate concentration,symptom,english,active
EN00381,Abnormal Blood Potassium Concentration,abnormal blood potassium concentration,symptom,english,active
EN00382,Abnormal Blood Sodium Concentration,abnormal blood sodium concentration,symptom,english,active
EN00383,Abnormal Blood Transition Element Cation Concentration,abnormal blood transition element cation concentration,symptom,english,active
EN00384,Abnormal Blood Urea Nitrogen Concentration,abnormal blood urea nitrogen concentration,symptom,english,active
EN00385,Abnormal Blood Vessel Morphology,abnormal blood vessel morphology,symptom,english,active
EN00386,Abnormal Blood Zinc Concentration,abnormal blood zinc concentration,symptom,english,active
EN00387,Abnormal Blood-gas Level,abnormal blood-gas level,symptom,english,active
EN00388,Abnormal BMI,abnormal bmi,symptom,english,active
EN00389,Abnormal Body Mass Index,abnormal body mass index,symptom,english,active
EN00390,Abnormal Bone Collagen Fibril Morphology,abnormal bone collagen fibril morphology,symptom,english,active
EN00391,Abnormal Bone Marrow Cell Morphology,abnormal bone marrow cell morphology,symptom,english,active
EN00392,Abnormal Bone Maturation of Vertebra,abnormal bone maturation of vertebra,symptom,english,active
EN00393,Abnormal Bone Ossification,abnormal bone ossification,symptom,english,active
EN00394,Abnormal Bone Structure,abnormal bone structure,symptom,english,active
EN00395,Abnormal Bones of 4th Finger,abnormal bones of 4th finger,symptom,english,active
EN00396,Abnormal Bowel Sounds,abnormal bowel sounds,symptom,english,active
EN00397,Abnormal Bowman Capsule Morphology,abnormal bowman capsule morphology,symptom,english,active
EN00398,Abnormal Bowman Space Morphology,abnormal bowman space morphology,symptom,english,active
EN00399,Abnormal BPD,abnormal bpd,symptom,english,active
EN00400,Abnormal Brain Choline Level By Magnetic Resonance Spectroscopy,abnormal brain choline level by magnetic resonance spectroscopy,symptom,english,active
EN00401,Abnormal Brain Choline Level By MRS,abnormal brain choline level by mrs,symptom,english,active
EN00402,Abnormal Brain Choline/creatine Ratio By MRS,abnormal brain choline/creatine ratio by mrs,symptom,english,active
EN00403,Abnormal Brain Creatine Level By Magnetic Resonance Spectroscopy,abnormal brain creatine level by magnetic resonance spectroscopy,symptom,english,active
EN00404,Abnormal Brain Creatine Level By MRS,abnormal brain creatine level by mrs,symptom,english,active
EN00405,Abnormal Brain FDG PET Scan,abnormal brain fdg pet scan,symptom,english,active
EN00406,Abnormal Brain FDG Positron Emission Tomography,abnormal brain fdg positron emission tomography,symptom,english,active
EN00407,Abnormal Brain Glutamine Level By MRS,abnormal brain glutamine level by mrs,symptom,english,active
EN00408,Abnormal Brain Imaging,abnormal brain imaging,symptom,english,active
EN00409,Abnormal Brain Lactate Level By MRS,abnormal brain lactate level by mrs,symptom,english,active
EN00410,Abnormal Brain Morphology,abnormal brain morphology,symptom,english,active
EN00411,Abnormal Brain N-acetyl Aspartate Level By Magnetic Resonance Spectroscopy,abnormal brain n-acetyl aspartate level by magnetic resonance spectroscopy,symptom,english,active
EN00412,Abnormal Brain N-acetyl Aspartate Level By MRS,abnormal brain n-acetyl aspartate level by mrs,symptom,english,active
EN00413,Abnormal Brain PET Scan,abnormal brain pet scan,symptom,english,active
EN00414,Abnormal Brain Positron Emission Tomography,abnormal brain positron emission tomography,symptom,english,active
EN00415,Abnormal Brain Scan,abnormal brain scan,symptom,english,active
EN00416,Abnormal Brain-evoked Potentials,abnormal brain-evoked potentials,symptom,english,active
EN00417,Abnormal Brainstem Auditory-evoked Potentials,abnormal brainstem auditory-evoked potentials,symptom,english,active
EN00418,Abnormal Brainstem Morphology,abnormal brainstem morphology,symptom,english,active
EN00419,Abnormal Brainstem MRI Signal Intensity,abnormal brainstem mri signal intensity,symptom,english,active
EN00420,Abnormal Brainstem White Matter Morphology,abnormal brainstem white matter morphology,symptom,english,active
EN00421,Abnormal Branched-chain Amino Acid Levels in Cerbrospinal Fluid,abnormal branched-chain amino acid levels in cerbrospinal fluid,symptom,english,active
EN00422,Abnormal Branching Pattern of Left Aortic Arch,abnormal branching pattern of left aortic arch,symptom,english,active
EN00423,Abnormal Branching Pattern of the Aortic Arch,abnormal branching pattern of the aortic arch,symptom,english,active
EN00424,Abnormal Breast Morphology,abnormal breast morphology,symptom,english,active
EN00425,Abnormal Breast Physiology,abnormal breast physiology,symptom,english,active
EN00426,Abnormal Breath Sound,abnormal breath sound,symptom,english,active
EN00427,Abnormal Breathing,abnormal breathing,symptom,english,active
EN00428,Abnormal Bronchial Artery Morphology,abnormal bronchial artery morphology,symptom,english,active
EN00429,Abnormal Bronchoalveolar Fluid Protein Level,abnormal bronchoalveolar fluid protein level,symptom,english,active
EN00430,Abnormal Bronchoalveolar Lavage Fluid Morphology,abnormal bronchoalveolar lavage fluid morphology,symptom,english,active
EN00431,Abnormal Bronchus Morphology,abnormal bronchus morphology,symptom,english,active
EN00432,Abnormal Bronchus Physiology,abnormal bronchus physiology,symptom,english,active
EN00433,Abnormal Buccal Fat Pad Morphology,abnormal buccal fat pad morphology,symptom,english,active
EN00434,Abnormal Buccal Mucosa Cell Morphology,abnormal buccal mucosa cell morphology,symptom,english,active
EN00435,Abnormal Buccal Mucosa Morphology,abnormal buccal mucosa morphology,symptom,english,active
EN00436,Abnormal Bulbus Cordis Morphology,abnormal bulbus cordis morphology,symptom,english,active
EN00437,Abnormal BUN Concentration,abnormal bun concentration,symptom,english,active
EN00438,Abnormal Bursal Fluid Morphology,abnormal bursal fluid morphology,symptom,english,active
EN00439,Abnormal C Peptide Level,abnormal c peptide level,symptom,english,active
EN00440,Abnormal C-reactive Protein Level,abnormal c-reactive protein level,symptom,english,active
EN00441,Abnormal Ca-PHOS Regulating Hormone Level,abnormal ca-phos regulating hormone level,symptom,english,active
EN00442,Abnormal Ca2+ PO4 Regulating Hormone Level,abnormal ca2+ po4 regulating hormone level,symptom,english,active
EN00443,Abnormal Caecum Morphology,abnormal caecum morphology,symptom,english,active
EN00444,Abnormal Calcification of the Carpal Bones,abnormal calcification of the carpal bones,symptom,english,active
EN00445,Abnormal Calcification of the Wrist Bones,abnormal calcification of the wrist bones,symptom,english,active
EN00446,Abnormal Calf Muscles,abnormal calf muscles,symptom,english,active
EN00447,Abnormal Calf Musculature Morphology,abnormal calf musculature morphology,symptom,english,active
EN00448,Abnormal Calvaria Morphology,abnormal calvaria morphology,symptom,english,active
EN00449,Abnormal Capillary Morphology,abnormal capillary morphology,symptom,english,active
EN00450,Abnormal Capillary Physiology,abnormal capillary physiology,symptom,english,active
EN00451,Abnormal Capitate Bone Morphology,abnormal capitate bone morphology,symptom,english,active
EN00452,Abnormal Carbon Dioxide Level in Cord Blood,abnormal carbon dioxide level in cord blood,symptom,english,active
EN00453,Abnormal Cardiac Atrial Physiology,abnormal cardiac atrial physiology,symptom,english,active
EN00454,Abnormal Cardiac Atrium Morphology,abnormal cardiac atrium morphology,symptom,english,active
EN00455,Abnormal Cardiac Biomarker Test,abnormal cardiac biomarker test,symptom,english,active
EN00456,Abnormal Cardiac Cath,abnormal cardiac cath,symptom,english,active
EN00457,Abnormal Cardiac Catheterization,abnormal cardiac catheterization,symptom,english,active
EN00458,Abnormal Cardiac Exercise Stress Test,abnormal cardiac exercise stress test,symptom,english,active
EN00459,Abnormal Cardiac Exercise Test,abnormal cardiac exercise test,symptom,english,active
EN00460,Abnormal Cardiac Index,abnormal cardiac index,symptom,english,active
EN00461,Abnormal Cardiac Magnetic Resonance Imaging,abnormal cardiac magnetic resonance imaging,symptom,english,active
EN00462,Abnormal Cardiac Magnetic Resonance Imaging Finding,abnormal cardiac magnetic resonance imaging finding,symptom,english,active
EN00463,Abnormal Cardiac MRI,abnormal cardiac mri,symptom,english,active
EN00464,Abnormal Cardiac Muscle Cell Morphology,abnormal cardiac muscle cell morphology,symptom,english,active
EN00465,Abnormal Cardiac Output,abnormal cardiac output,symptom,english,active
